"Date","Price","Open","High","Low","Change %"
"02/07/2012","136.65","136.65","136.65","136.65","-0.54%"
"02/06/2012","137.39","137.39","137.39","137.39","0.28%"
"02/03/2012","137.00","137.00","137.00","137.00","-3.00%"
"02/02/2012","141.23","141.23","141.23","141.23","0.90%"
"02/01/2012","139.97","139.97","139.97","139.97","-3.52%"
"01/31/2012","145.07","145.07","145.07","145.07","-0.17%"
"01/30/2012","145.32","145.32","145.32","145.32","0.01%"
"01/27/2012","145.31","145.31","145.31","145.31","0.89%"
"01/26/2012","144.03","144.03","144.03","144.03","-3.90%"
"01/25/2012","149.87","149.87","149.87","149.87","-0.33%"
"01/24/2012","150.37","150.37","150.37","150.37","0.16%"
"01/23/2012","150.14","150.14","150.14","150.14","-1.78%"
"01/20/2012","152.86","152.86","152.86","152.86","-0.64%"
"01/19/2012","153.84","153.84","153.84","153.84","-3.14%"
"01/18/2012","158.82","158.82","158.82","158.82","-1.07%"
"01/17/2012","160.53","160.53","160.53","160.53","0.34%"
"01/16/2012","159.98","159.98","159.98","159.98","-0.70%"
"01/13/2012","161.11","161.11","161.11","161.11","2.03%"
"01/12/2012","157.90","157.90","157.90","157.90","-0.92%"
"01/11/2012","159.36","159.36","159.36","159.36","1.26%"
"01/10/2012","157.38","157.38","157.38","157.38","-2.15%"
"01/09/2012","160.84","160.84","160.84","160.84","1.26%"
"01/06/2012","158.84","158.84","158.84","158.84","-0.45%"
"01/05/2012","159.56","159.56","159.56","159.56","1.58%"
"01/04/2012","157.08","157.08","157.08","157.08","0.47%"
"01/03/2012","156.35","156.35","156.35","156.35","-1.29%"
"01/02/2012","158.40","158.40","158.40","158.40","-0.64%"
"12/30/2011","159.42","159.42","159.42","159.42","-0.31%"
"12/29/2011","159.91","159.91","159.91","159.91","-0.60%"
"12/28/2011","160.88","160.88","160.88","160.88","1.22%"
"12/27/2011","158.94","158.94","158.94","158.94","0.37%"
"12/26/2011","158.35","158.35","158.35","158.35","-0.57%"
"12/23/2011","159.26","159.26","159.26","159.26","0.16%"
"12/22/2011","159.00","159.00","159.00","159.00","-2.00%"
"12/21/2011","162.24","162.24","162.24","162.24","1.41%"
"12/20/2011","159.99","159.99","159.99","159.99","-2.05%"
"12/19/2011","163.34","163.34","163.34","163.34","1.81%"
"12/16/2011","160.43","160.43","160.43","160.43","-0.09%"
"12/15/2011","160.58","160.58","160.58","160.58","1.74%"
"12/14/2011","157.84","157.84","157.84","157.84","4.61%"
"12/13/2011","150.88","150.88","150.88","150.88","0.49%"
"12/12/2011","150.14","150.14","150.14","150.14","1.68%"
"12/09/2011","147.66","147.66","147.66","147.66","0.37%"
"12/08/2011","147.12","147.12","147.12","147.12","2.21%"
"12/07/2011","143.94","143.94","143.94","143.94","-1.53%"
"12/06/2011","146.17","146.17","146.17","146.17","-0.15%"
"12/05/2011","146.39","146.39","146.39","146.39","-6.66%"
"12/02/2011","156.83","156.83","156.83","156.83","-2.40%"
"12/01/2011","160.68","160.68","160.68","160.68","-1.21%"
"11/30/2011","162.65","162.65","162.65","162.65","-8.31%"
"11/29/2011","177.39","177.39","177.39","177.39","-0.13%"
"11/28/2011","177.62","177.62","177.62","177.62","-6.17%"
"11/25/2011","189.30","189.30","189.30","189.30","2.56%"
"11/24/2011","184.58","184.58","184.58","184.58","-0.93%"
"11/23/2011","186.31","186.31","186.31","186.31","4.45%"
"11/22/2011","178.37","178.37","178.37","178.37","-2.72%"
"11/21/2011","183.36","183.36","183.36","183.36","5.30%"
"11/18/2011","174.13","174.13","174.13","174.13","0.22%"
"11/17/2011","173.74","173.74","173.74","173.74","6.41%"
"11/16/2011","163.28","163.28","163.28","163.28","0.06%"
"11/15/2011","163.19","163.19","163.19","163.19","4.10%"
"11/14/2011","156.76","156.76","156.76","156.76","0.00%"
"11/11/2011","156.75","156.75","156.75","156.75","0.00%"
"11/10/2011","156.75","156.75","156.75","156.75","0.67%"
"11/09/2011","155.72","155.72","155.72","155.72","7.78%"
"11/08/2011","144.47","144.47","144.47","144.47","-1.02%"
"11/07/2011","145.96","145.96","145.96","145.96","0.02%"
"11/04/2011","145.93","145.93","145.93","145.93","1.36%"
"11/03/2011","143.97","143.97","143.97","143.97","-4.21%"
"11/02/2011","150.30","150.30","150.30","150.30","-0.65%"
"11/01/2011","151.28","151.28","151.28","151.28","6.20%"
"10/31/2011","142.45","142.45","142.45","142.45","3.27%"
"10/28/2011","137.95","137.95","137.95","137.95","-1.26%"
"10/27/2011","139.71","139.71","139.71","139.71","-9.81%"
"10/26/2011","154.91","154.91","154.91","154.91","-1.23%"
"10/25/2011","156.84","156.84","156.84","156.84","0.62%"
"10/24/2011","155.87","155.87","155.87","155.87","-0.78%"
"10/21/2011","157.10","157.10","157.10","157.10","-2.48%"
"10/20/2011","161.09","161.09","161.09","161.09","6.08%"
"10/19/2011","151.86","151.86","151.86","151.86","-1.64%"
"10/18/2011","154.38","154.38","154.38","154.38","-0.46%"
"10/17/2011","155.09","155.09","155.09","155.09","2.63%"
"10/14/2011","151.12","151.12","151.12","151.12","-3.48%"
"10/13/2011","156.57","156.57","156.57","156.57","2.94%"
"10/12/2011","152.10","152.10","152.10","152.10","-12.22%"
"10/11/2011","173.27","173.27","173.27","173.27","-3.73%"
"10/10/2011","179.97","179.97","179.97","179.97","0.00%"
"10/07/2011","179.97","179.97","179.97","179.97","-3.99%"
"10/06/2011","187.45","187.45","187.45","187.45","-4.86%"
"10/05/2011","197.03","197.03","197.03","197.03","-4.64%"
"10/04/2011","206.62","206.62","206.62","206.62","2.64%"
"10/03/2011","201.31","201.31","201.31","201.31","3.71%"
"09/30/2011","194.11","194.11","194.11","194.11","4.77%"
"09/29/2011","185.28","185.28","185.28","185.28","1.09%"
"09/28/2011","183.28","183.28","183.28","183.28","3.81%"
"09/27/2011","176.56","176.56","176.56","176.56","-6.39%"
"09/26/2011","188.62","188.62","188.62","188.62","-3.93%"
"09/23/2011","196.34","196.34","196.34","196.34","-2.97%"
"09/22/2011","202.35","202.35","202.35","202.35","9.86%"
"09/21/2011","184.19","184.19","184.19","184.19","7.17%"
"09/20/2011","171.87","171.87","171.87","171.87","4.06%"
"09/19/2011","165.16","165.16","165.16","165.16","1.85%"
"09/16/2011","162.16","162.16","162.16","162.16","-2.33%"
"09/15/2011","166.04","166.04","166.04","166.04","-3.05%"
"09/14/2011","171.27","171.27","171.27","171.27","0.59%"
"09/13/2011","170.25","170.25","170.25","170.25","-1.30%"
"09/12/2011","172.51","172.51","172.51","172.51","4.86%"
"09/09/2011","164.51","164.51","164.51","164.51","7.05%"
"09/08/2011","153.68","153.68","153.68","153.68","2.24%"
"09/07/2011","150.32","150.32","150.32","150.32","-4.51%"
"09/06/2011","157.42","157.42","157.42","157.42","2.92%"
"09/05/2011","152.95","152.95","152.95","152.95","-0.25%"
"09/02/2011","153.34","153.34","153.34","153.34","3.89%"
"09/01/2011","147.60","147.60","147.60","147.60","0.94%"
"08/31/2011","146.23","146.23","146.23","146.23","-4.73%"
"08/30/2011","153.49","153.49","153.49","153.49","-1.29%"
"08/29/2011","155.49","155.49","155.49","155.49","-1.44%"
"08/26/2011","157.77","157.77","157.77","157.77","0.80%"
"08/25/2011","156.52","156.52","156.52","156.52","-1.20%"
"08/24/2011","158.42","158.42","158.42","158.42","0.55%"
"08/23/2011","157.55","157.55","157.55","157.55","4.48%"
"08/22/2011","150.80","150.80","150.80","150.80","2.89%"
"08/19/2011","146.57","146.57","146.57","146.57","0.61%"
"08/18/2011","145.69","145.69","145.69","145.69","4.65%"
"08/17/2011","139.21","139.21","139.21","139.21","-2.61%"
"08/16/2011","142.95","142.95","142.95","142.95","-1.21%"
"08/15/2011","144.71","144.71","144.71","144.71","-3.96%"
"08/12/2011","150.67","150.67","150.67","150.67","-6.80%"
"08/11/2011","161.66","161.66","161.66","161.66","5.16%"
"08/10/2011","153.73","153.73","153.73","153.73","-1.25%"
"08/09/2011","155.68","155.68","155.68","155.68","4.35%"
"08/08/2011","149.19","149.19","149.19","149.19","16.67%"
"08/05/2011","127.88","127.88","127.88","127.88","3.77%"
"08/04/2011","123.23","123.23","123.23","123.23","8.06%"
"08/03/2011","114.04","114.04","114.04","114.04","1.56%"
"08/02/2011","112.29","112.29","112.29","112.29","0.67%"
"08/01/2011","111.55","111.55","111.55","111.55","-1.97%"
"07/29/2011","113.79","113.79","113.79","113.79","0.11%"
"07/28/2011","113.66","113.66","113.66","113.66","-0.87%"
"07/27/2011","114.66","114.66","114.66","114.66","0.75%"
"07/26/2011","113.80","113.80","113.80","113.80","-0.22%"
"07/25/2011","114.05","114.05","114.05","114.05","1.33%"
"07/22/2011","112.55","112.55","112.55","112.55","-0.99%"
"07/21/2011","113.68","113.68","113.68","113.68","-2.35%"
"07/20/2011","116.42","116.42","116.42","116.42","-0.62%"
"07/19/2011","117.15","117.15","117.15","117.15","-1.97%"
"07/18/2011","119.50","119.50","119.50","119.50","3.15%"
"07/15/2011","115.85","115.85","115.85","115.85","0.43%"
"07/14/2011","115.36","115.36","115.36","115.36","0.88%"
"07/13/2011","114.36","114.36","114.36","114.36","0.00%"
"07/12/2011","114.36","114.36","114.36","114.36","2.21%"
"07/11/2011","111.88","111.88","111.88","111.88","2.73%"
"07/08/2011","108.90","108.90","108.90","108.90","2.57%"
"07/07/2011","106.18","106.18","106.18","106.18","-2.73%"
"07/06/2011","109.16","109.16","109.16","109.16","0.62%"
